time,o,h,l,c,volume
2020-01-20T17:05:00.000000000Z,1.1085399999999999,1.1085399999999999,1.10838,1.1084399999999999,40
2020-01-20T17:10:00.000000000Z,1.10846,1.1085200000000002,1.10846,1.1085,27
2020-01-20T17:15:00.000000000Z,1.1085200000000002,1.1086200000000002,1.1085200000000002,1.10859,54
2020-01-20T17:20:00.000000000Z,1.10858,1.10861,1.1085399999999999,1.10858,32
2020-01-20T17:25:00.000000000Z,1.10856,1.10861,1.10856,1.10859,29
2020-01-20T17:30:00.000000000Z,1.10858,1.1086799999999999,1.10858,1.1086200000000002,46
2020-01-20T17:35:00.000000000Z,1.1086,1.1086799999999999,1.10859,1.1086799999999999,20
2020-01-20T17:40:00.000000000Z,1.10867,1.1086799999999999,1.10864,1.10867,45
2020-01-20T17:45:00.000000000Z,1.10866,1.10866,1.10839,1.1084,93
2020-01-20T17:50:00.000000000Z,1.1084100000000001,1.1084399999999999,1.1083399999999999,1.10836,43
2020-01-20T17:55:00.000000000Z,1.10838,1.10838,1.10832,1.10835,27
2020-01-20T18:00:00.000000000Z,1.10836,1.10836,1.10829,1.1083100000000001,19
2020-01-20T18:05:00.000000000Z,1.1083,1.1083,1.1083,1.1083,7
2020-01-20T18:10:00.000000000Z,1.10828,1.1083,1.10828,1.1083,4
2020-01-20T18:15:00.000000000Z,1.1083,1.1083100000000001,1.1083,1.1083100000000001,5
2020-01-20T18:20:00.000000000Z,1.1083,1.1083,1.10824,1.10826,58
2020-01-20T18:25:00.000000000Z,1.10826,1.10826,1.10826,1.10826,24
2020-01-20T18:30:00.000000000Z,1.10826,1.10826,1.10826,1.10826,1
2020-01-20T18:35:00.000000000Z,1.10828,1.10828,1.10825,1.10825,118
2020-01-20T18:40:00.000000000Z,1.10826,1.10826,1.10825,1.10826,9
2020-01-20T18:45:00.000000000Z,1.10828,1.10856,1.10826,1.10856,23
2020-01-20T18:50:00.000000000Z,1.10856,1.10904,1.10846,1.1089,230
2020-01-20T18:55:00.000000000Z,1.10891,1.1090799999999998,1.10866,1.10894,141
2020-01-20T19:00:00.000000000Z,1.1089200000000001,1.10894,1.1087799999999999,1.1089200000000001,103
2020-01-20T19:05:00.000000000Z,1.1089,1.10912,1.10884,1.10891,132
2020-01-20T19:10:00.000000000Z,1.1089,1.10896,1.1088200000000001,1.10887,44
2020-01-20T19:15:00.000000000Z,1.1088799999999999,1.1091,1.1088799999999999,1.10906,163
2020-01-20T19:20:00.000000000Z,1.10907,1.10913,1.10896,1.10912,134
2020-01-20T19:25:00.000000000Z,1.1091,1.1091600000000001,1.10905,1.1091600000000001,33
2020-01-20T19:30:00.000000000Z,1.1091600000000001,1.1092,1.1091,1.1091799999999998,54
2020-01-20T19:35:00.000000000Z,1.1091799999999998,1.1092,1.1091,1.1091799999999998,30
2020-01-20T19:40:00.000000000Z,1.1091799999999998,1.10919,1.1091600000000001,1.1091799999999998,17
2020-01-20T19:45:00.000000000Z,1.1091799999999998,1.1092,1.10911,1.10914,28
2020-01-20T19:50:00.000000000Z,1.1091600000000001,1.1092,1.1091600000000001,1.1092,18
2020-01-20T19:55:00.000000000Z,1.1092,1.10922,1.1092,1.1092,11
2020-01-20T20:00:00.000000000Z,1.1091799999999998,1.10948,1.10915,1.10933,220
2020-01-20T20:05:00.000000000Z,1.10934,1.1093600000000001,1.10922,1.10922,17
2020-01-20T20:10:00.000000000Z,1.10924,1.10925,1.1091799999999998,1.10925,21
2020-01-20T20:15:00.000000000Z,1.10924,1.10945,1.10921,1.10944,34
2020-01-20T20:20:00.000000000Z,1.10944,1.10948,1.1092600000000001,1.1093,47
2020-01-20T20:25:00.000000000Z,1.1093,1.10942,1.1092799999999998,1.10941,25
2020-01-20T20:30:00.000000000Z,1.1094,1.10979,1.10935,1.10964,160
2020-01-20T20:35:00.000000000Z,1.10966,1.10978,1.10954,1.1097700000000001,65
2020-01-20T20:40:00.000000000Z,1.10978,1.10978,1.10974,1.10975,15
2020-01-20T20:45:00.000000000Z,1.1097299999999999,1.1098,1.10971,1.1098,36
2020-01-20T20:50:00.000000000Z,1.10978,1.10978,1.10975,1.10978,35
2020-01-20T20:55:00.000000000Z,1.10978,1.1098,1.10968,1.1097700000000001,159
2020-01-20T21:00:00.000000000Z,1.10976,1.10978,1.1096,1.10969,35
2020-01-20T21:05:00.000000000Z,1.1097,1.1097,1.10958,1.1095899999999999,34
2020-01-20T21:10:00.000000000Z,1.1095700000000002,1.10966,1.1095700000000002,1.10964,15
2020-01-20T21:15:00.000000000Z,1.10966,1.10972,1.10962,1.10972,50
2020-01-20T21:20:00.000000000Z,1.1097299999999999,1.10976,1.10972,1.10974,12
2020-01-20T21:25:00.000000000Z,1.10976,1.10976,1.10974,1.10974,2
2020-01-20T21:30:00.000000000Z,1.1097299999999999,1.10975,1.1097299999999999,1.10974,10
2020-01-20T21:35:00.000000000Z,1.10975,1.10976,1.1097299999999999,1.1097299999999999,5
2020-01-20T21:40:00.000000000Z,1.10974,1.10976,1.1097299999999999,1.10976,27
2020-01-20T21:45:00.000000000Z,1.10978,1.10978,1.10955,1.10955,27
2020-01-20T21:50:00.000000000Z,1.1095700000000002,1.10972,1.1095700000000002,1.10972,40
2020-01-20T21:55:00.000000000Z,1.1097,1.1097,1.1095,1.1095,17
2020-01-20T22:00:00.000000000Z,1.10945,1.1094899999999999,1.10945,1.1094899999999999,4
2020-01-20T22:05:00.000000000Z,1.10952,1.10964,1.10952,1.10964,4
2020-01-20T22:15:00.000000000Z,1.1096700000000002,1.10971,1.10964,1.10968,5
2020-01-20T22:25:00.000000000Z,1.10966,1.10966,1.10966,1.10966,1
2020-01-20T22:30:00.000000000Z,1.10963,1.10966,1.1096,1.10966,11
2020-01-20T22:35:00.000000000Z,1.10968,1.1098,1.1096,1.10974,27
2020-01-20T22:40:00.000000000Z,1.10976,1.10976,1.10968,1.10968,4
2020-01-20T22:45:00.000000000Z,1.10971,1.10976,1.10971,1.10976,5
2020-01-20T22:50:00.000000000Z,1.10974,1.10974,1.10972,1.10974,3
2020-01-20T22:55:00.000000000Z,1.10972,1.10972,1.1097,1.10972,3
2020-01-20T23:00:00.000000000Z,1.1097,1.1097,1.10937,1.1093899999999999,97
2020-01-20T23:05:00.000000000Z,1.10938,1.10944,1.10938,1.10944,14
2020-01-20T23:10:00.000000000Z,1.1094600000000001,1.1095,1.10942,1.1095,16
2020-01-20T23:15:00.000000000Z,1.10948,1.10952,1.1094600000000001,1.1095,6
2020-01-20T23:20:00.000000000Z,1.10952,1.10952,1.1094600000000001,1.1094600000000001,5
2020-01-20T23:25:00.000000000Z,1.1094700000000002,1.1095,1.1094600000000001,1.1095,11
2020-01-20T23:30:00.000000000Z,1.10951,1.10956,1.10948,1.1094899999999999,14
2020-01-20T23:35:00.000000000Z,1.10948,1.1095,1.1094600000000001,1.10948,13
2020-01-20T23:40:00.000000000Z,1.1095,1.10961,1.1095,1.10958,14
2020-01-20T23:45:00.000000000Z,1.10958,1.10958,1.10954,1.10954,11
2020-01-20T23:50:00.000000000Z,1.10956,1.10968,1.10954,1.10964,35
2020-01-20T23:55:00.000000000Z,1.10962,1.10964,1.10962,1.10964,2
2020-01-21T00:00:00.000000000Z,1.10962,1.10969,1.10945,1.10954,134
2020-01-21T00:05:00.000000000Z,1.10954,1.10958,1.10951,1.10954,33
2020-01-21T00:10:00.000000000Z,1.10952,1.10952,1.10944,1.1094600000000001,31
2020-01-21T00:15:00.000000000Z,1.10944,1.1094700000000002,1.1093600000000001,1.1093600000000001,44
2020-01-21T00:20:00.000000000Z,1.10938,1.10941,1.10932,1.1093600000000001,34
2020-01-21T00:25:00.000000000Z,1.10938,1.10942,1.10938,1.10941,36
2020-01-21T00:30:00.000000000Z,1.1094,1.1094,1.1092899999999999,1.1093,18
2020-01-21T00:35:00.000000000Z,1.1092799999999998,1.1092799999999998,1.1091,1.1091,31
2020-01-21T00:40:00.000000000Z,1.1091,1.1092,1.1091,1.1091600000000001,38
2020-01-21T00:45:00.000000000Z,1.1091799999999998,1.1092799999999998,1.1091600000000001,1.1092600000000001,42
2020-01-21T00:50:00.000000000Z,1.10927,1.1093600000000001,1.10924,1.10932,63
2020-01-21T00:55:00.000000000Z,1.10932,1.10932,1.10921,1.10924,74
2020-01-21T01:00:00.000000000Z,1.1092600000000001,1.10931,1.10914,1.10919,94
2020-01-21T01:05:00.000000000Z,1.1092,1.10922,1.10914,1.1091799999999998,41
2020-01-21T01:10:00.000000000Z,1.1091799999999998,1.10922,1.10901,1.10901,83
2020-01-21T01:15:00.000000000Z,1.109,1.10912,1.1088799999999999,1.1090200000000001,119
2020-01-21T01:20:00.000000000Z,1.10901,1.10922,1.10901,1.10912,143
2020-01-21T01:25:00.000000000Z,1.1091,1.10912,1.10901,1.10905,56
2020-01-21T01:30:00.000000000Z,1.10904,1.1091799999999998,1.10896,1.1091600000000001,124
2020-01-21T01:35:00.000000000Z,1.1091600000000001,1.1091600000000001,1.10905,1.10914,141
2020-01-21T01:40:00.000000000Z,1.10914,1.1091799999999998,1.10904,1.10906,58
2020-01-21T01:45:00.000000000Z,1.10907,1.1091,1.1089799999999999,1.109,72
2020-01-21T01:50:00.000000000Z,1.10901,1.1091799999999998,1.109,1.10912,145
2020-01-21T01:55:00.000000000Z,1.10911,1.1091799999999998,1.10906,1.10906,99
2020-01-21T02:00:00.000000000Z,1.10907,1.10934,1.10907,1.10932,86
2020-01-21T02:05:00.000000000Z,1.1093,1.10944,1.1092600000000001,1.10944,62
2020-01-21T02:10:00.000000000Z,1.10944,1.1094899999999999,1.1093899999999999,1.10948,101
2020-01-21T02:15:00.000000000Z,1.1094700000000002,1.1096,1.10944,1.1096,70
2020-01-21T02:20:00.000000000Z,1.10958,1.10965,1.10954,1.10954,67
2020-01-21T02:25:00.000000000Z,1.10954,1.10958,1.10948,1.10948,67
2020-01-21T02:30:00.000000000Z,1.1094600000000001,1.1094600000000001,1.10922,1.10924,77
2020-01-21T02:35:00.000000000Z,1.10925,1.1093,1.10923,1.1092899999999999,85
2020-01-21T02:40:00.000000000Z,1.1092799999999998,1.10933,1.1092799999999998,1.1092799999999998,24
2020-01-21T02:45:00.000000000Z,1.1092799999999998,1.10938,1.1092799999999998,1.10938,34
2020-01-21T02:50:00.000000000Z,1.1094,1.1094,1.10933,1.1094,44
2020-01-21T02:55:00.000000000Z,1.10942,1.10962,1.10942,1.1096,71
2020-01-21T03:00:00.000000000Z,1.10961,1.10979,1.10958,1.10979,89
2020-01-21T03:05:00.000000000Z,1.10978,1.10982,1.10974,1.10975,32
2020-01-21T03:10:00.000000000Z,1.10976,1.10981,1.10974,1.10979,40
